WAFER_ID,TESTER_RECIPE,TOUCHDOWN,STX_WAFER_X_UM,STX_WAFER_Y_UM,TEST_START_TIME,TE_LABEL,ITH_MA,RS_FIT_OHMS,SLOPE_EFF_MW_MA,PEAK_WAVE_AT35_NM,KINK1_CURRENT_MA
QCHYF,LIVTK-DNS,339840,-44146,6868,2025/02/13 22:08:18.000,157B06,16.360556,5.566575,0.124107,822.509766,63
QCHYP,LIVTK-DNS,36158,37731,-44366,2025/03/02 18:34:28.000,89G1M,16.421112,4.66671,0.270262,827.900208,63
QCHZA,LIVTK-DNS,212765,-16683,13051,2025/03/02 03:00:55.000,160H3K,16.41724,4.819007,0.266623,828.600952,44
QCI3L,LIVTK-DNS,339656,30801,33751,2025/04/14 11:22:06.000,202B01,16.117916,5.374521,0.196226,824.037964,63
QCI3L,LIVTK-DNS,340474,31057,-47249,2025/04/14 11:22:06.000,88B02,16.805089,5.404151,0.20132,823.601685,63
QCI3L,LIVTK-DNS,3310,-3336,-59132,2025/04/14 11:22:06.000,66E10,10.872572,5.364728,0.249785,830.218506,63
QCI1A,LIVTK-DNS,265908,37474,29368,2025/03/23 15:11:47.000,184H56,10.691506,5.467846,0.213987,831.556152,63
QCHVR,LIVTK-DNS,49800,32341,-37466,2024/12/31 13:04:36.000,89N5G,10.962691,5.624435,0.194887,830.2724,60
QCI1A,LIVTK-DNS,14015,-4876,-54482,2025/03/23 15:11:47.000,66G3L,10.757562,5.354076,0.232894,832.30603,63
QCHVR,LIVTK-DNS,59373,-43376,-33482,2024/12/31 13:04:36.000,100A09,10.112804,5.810782,0.001215,0,21
QCI1A,LIVTK-DNS,212527,-32339,13084,2025/03/23 15:11:47.000,159N3J,10.795363,5.527362,0.246247,832.091858,63
QCHVR,LIVTK-DNS,303832,5134,44668,2024/12/31 13:04:36.000,200H66,10.771426,5.712146,-0.000424,828.273987,17
QCHYP,LIVTK-DNS,7864,-30286,-57032,2025/03/02 18:34:28.000,64L26,10.177623,4.1291,0.000621,0,21
QCI1A,LIVTK-DNS,212526,-32596,13468,2025/03/23 15:11:47.000,158A3U,10.638773,5.518834,0.189804,832.198975,63
QCHX2,LIVTK-DNS,132143,-21816,-11282,2025/01/22 09:23:11.000,121A53,10.087671,5.436549,0.238047,832.747192,63
QCHVR,LIVTK-DNS,338697,6931,60184,2024/12/31 13:04:36.000,219E77,10.245988,5.607046,0.244966,830.434143,60
QCHZA,LIVTK-DNS,213374,23871,13234,2025/03/02 03:00:55.000,164K3M,18.345519,4.209821,0.244848,828.223755,63
QCHYP,LIVTK-DNS,22745,39527,-50849,2025/03/02 18:34:28.000,70E5K,3.279516,14.333543,0.000174,0,9
QCHVI,LIVTK-DNS,289787,39014,37918,2024/12/20 23:44:03.000,203F2F,9.346643,5.331288,0.001204,0,17
QCHVR,LIVTK-DNS,248683,-37473,24451,2024/12/31 13:04:36.000,177G2E,7.544277,6.425968,0.000882,828.544434,16
QCHVR,LIVTK-DNS,281911,34907,34951,2024/12/31 13:04:36.000,203K0Q,6.728339,6.715393,0.000593,0,15
QCHVR,LIVTK-DNS,253267,-2053,25651,2024/12/31 13:04:36.000,180C32,5.254935,8.394419,0.000931,828.868835,11
QCHVR,LIVTK-DNS,15695,-18479,-53516,2024/12/31 13:04:36.000,65J41,5.237396,8.296044,0.000798,827.949219,13
QCHVR,LIVTK-DNS,41684,38757,-41099,2024/12/31 13:04:36.000,89F3H,3.798925,9.307668,0.001049,827.678406,11
QCI1U,LIVTK-DNS,201622,42864,9568,2025/03/24 17:41:58.000,165A1O,8.142565,8.682115,-0.000674,0,15
QCHVR,LIVTK-DNS,340556,20021,-60749,2024/12/31 13:04:36.000,68B01,4.419113,7.94175,0.001142,0,15
QCI3M,LIVTK-DNS,113398,64424,-17432,2025/04/12 17:48:31.000,129A1O,8.235797,6.408499,-0.000172,0,16
QCHX2,LIVTK-DNS,4071,40554,-58382,2025/01/22 09:23:11.000,70D1F,9.958083,5.923457,0.000058,827.678406,16
QCHX2,LIVTK-DNS,9261,33624,-56882,2025/01/22 09:23:11.000,70M29,6.715345,9.160487,0.001224,0,15
QCHVR,LIVTK-DNS,282656,-12833,35101,2024/12/31 13:04:36.000,198C0T,6.419552,7.921901,0.001169,828.652588,13
QCHVR,LIVTK-DNS,61053,64424,-33482,2024/12/31 13:04:36.000,110A09,6.161793,8.106062,0.00163,0,19
QCHVR,LIVTK-DNS,224387,-44146,16918,2024/12/31 13:04:36.000,157B5R,7.579917,6.502054,0.000591,828.490356,14
QCHVI,LIVTK-DNS,266184,55184,29368,2024/12/20 23:44:03.000,186M56,4.669756,8.747543,0.001509,828.003296,10
QCHX2,LIVTK-DNS,319994,2824,51868,2025/01/22 09:23:11.000,219K2O,8.124234,10.160468,-0.000235,0,16
QCHVI,LIVTK-DNS,159908,-51333,-2399,2024/12/20 23:44:03.000,138K2H,8.072921,6.631597,0.000673,828.490356,17
QCHVR,LIVTK-DNS,206760,15401,11734,2024/12/31 13:04:36.000,163H2S,4.109907,9.349422,0.000464,828.922852,12
QCHYP,LIVTK-DNS,16271,-31056,-52982,2025/03/02 18:34:28.000,64M4F,51.986964,-0.757703,-0.000857,0,57
QCHVR,LIVTK-DNS,9417,42351,-56216,2024/12/31 13:04:36.000,70A2J,41.815656,5.161209,-0.001002,0,50
QCHVR,LIVTK-DNS,233864,46457,19501,2024/12/31 13:04:36.000,166J75,45.362949,5.466075,0.00074,828.057434,51
QCHYP,LIVTK-DNS,10735,-42093,-55949,2025/03/02 18:34:28.000,63M2Q,43.400201,4.748581,0.195635,0,63
QCHX2,LIVTK-DNS,318748,3081,51634,2025/01/22 09:23:11.000,219J2G,41.973925,5.167194,0.000715,828.490356,49
QCHYP,LIVTK-DNS,256270,-61599,26134,2025/03/02 18:34:28.000,175J3A,41.813825,-0.041603,0.000459,0,47
QCHYP,LIVTK-DNS,16111,-41323,-52949,2025/03/02 18:34:28.000,63L4E,41.39799,3.760147,0.161302,0,63
QCHXG,LIVTK-DNS,63094,-63396,-32132,2025/03/01 12:25:06.000,99M10,16.057339,5.836284,0.308579,827.624268,63
QCHVR,LIVTK-DNS,284315,32854,35518,2024/12/31 13:04:36.000,203N13,10.906655,4.388215,0.00046,0,19
QCHYF,LIVTK-DNS,265122,-12833,29101,2025/02/13 22:08:18.000,179C4Z,10.982988,5.915338,0.171507,827.353394,63
QCHZA,LIVTK-DNS,179583,-51846,2818,2025/03/02 03:00:55.000,138L5F,10.785332,5.209079,0.239766,829.731079,63
QCHVR,LIVTK-DNS,255276,2311,26434,2024/12/31 13:04:36.000,181K3G,10.524477,5.729638,-0.000447,829.085022,16
QCI3L,LIVTK-DNS,3299,-4106,-58982,2025/04/14 11:22:06.000,66F13,10.680734,5.320112,0.247781,830.164551,63
QCHX2,LIVTK-DNS,340256,-55439,-33749,2025/01/22 09:23:11.000,99B01,18.538242,4.98394,0.17175,824.637207,63
QCI3M,LIVTK-DNS,340377,52361,-33566,2025/04/12 17:48:31.000,109B04,18.249031,4.661738,0.201108,823.080566,63
QCHVR,LIVTK-DNS,197719,51077,8551,2024/12/31 13:04:36.000,166D12,8.789197,6.311122,0.000711,827.732605,18
QCHXG,LIVTK-DNS,5384,-42863,-57599,2025/03/01 12:25:06.000,63N1T,8.913042,13.398419,0.000498,0,15
QCHX2,LIVTK-DNS,280284,-54669,33634,2025/01/22 09:23:11.000,175A7G,8.167914,5.493485,0.000962,0,13
QCHYF,LIVTK-DNS,71246,-57749,-29666,2025/02/13 22:08:18.000,99E2A,6.48761,7.388482,0.000578,0,21
QCHX2,LIVTK-DNS,73984,11294,-28832,2025/01/22 09:23:11.000,106N2U,9.403566,12.998135,0.000418,0,17
QCHZA,LIVTK-DNS,133445,61857,-11549,2025/03/02 03:00:55.000,129D4W,7.495271,7.256293,0.000358,0,17
QCHVI,LIVTK-DNS,61109,61087,-32849,2024/12/20 23:44:03.000,110E0K,8.743633,6.073632,-0.000613,0,15
QCHX2,LIVTK-DNS,336772,-41836,59368,2025/01/22 09:23:11.000,215M6U,9.388913,7.688709,0.001995,0,17
QCHVR,LIVTK-DNS,340568,30801,-60749,2024/12/31 13:04:36.000,69B01,6.576598,6.19895,0.0013,0,12
QCHVR,LIVTK-DNS,317823,-30286,50818,2024/12/31 13:04:36.000,216L23,9.649128,8.445849,0.002359,0,15
QCHVR,LIVTK-DNS,227992,-58006,17668,2024/12/31 13:04:36.000,156F66,8.341954,6.656937,0.000824,828.003296,13
QCHZU,LIVTK-DNS,331683,-26179,57484,2025/03/13 14:40:03.000,216F5P,7.218743,6.956172,0.000208,0,12
QCHYP,LIVTK-DNS,14729,42607,-54449,2025/03/02 18:34:28.000,70A3K,6.365472,7.852993,0.000739,0,18
QCHX2,LIVTK-DNS,319996,2824,52168,2025/01/22 09:23:11.000,219K2U,8.72125,17.042878,-0.00084,0,16
QCHVR,LIVTK-DNS,260136,-55439,27634,2024/12/31 13:04:36.000,175B44,4.209296,9.300281,0.000793,827.570129,12
QCI3M,LIVTK-DNS,129447,63911,-12416,2025/04/12 17:48:31.000,129A4D,8.486022,7.38041,-0.00022,0,15
QCHVR,LIVTK-DNS,59358,-44403,-33299,2024/12/31 13:04:36.000,100B0B,7.734513,13.764721,-0.000089,0,16
QCHVR,LIVTK-DNS,340558,20277,-60749,2024/12/31 13:04:36.000,68B02,8.917984,5.626196,0.001617,0,19
QCHVR,LIVTK-DNS,299021,-31313,41851,2024/12/31 13:04:36.000,197M4K,7.39685,9.832651,0.000367,0,16
QCHVR,LIVTK-DNS,196460,-29773,8701,2024/12/31 13:04:36.000,159K15,6.471683,7.804687,0.000806,828.273987,11
QCHYF,LIVTK-DNS,1371,41324,-59582,2025/02/13 22:08:18.000,70C0R,6.942011,5.958788,0.001195,0,20
QCI1A,LIVTK-DNS,2622,-39013,-59699,2025/03/23 15:11:47.000,63I0N,4.488895,31.502394,0.001592,0,17
QCI1U,LIVTK-DNS,287134,41324,36568,2025/03/24 17:41:58.000,203C1O,40.241686,-0.389134,0.000414,0,45
QCHZA,LIVTK-DNS,2701,-42349,-59216,2025/03/02 03:00:55.000,63M0V,43.535429,9.196643,0.607364,827.360657,51
QCHYP,LIVTK-DNS,12048,39784,-55232,2025/03/02 18:34:28.000,70E36,40.731968,2.050121,-0.000766,0,46
QCHX2,LIVTK-DNS,137514,64167,-10199,2025/01/22 09:23:11.000,129A5N,49.332281,3.702443,0.000302,0,55
QCHYP,LIVTK-DNS,2452,-27976,-59432,2025/03/02 18:34:28.000,64I0U,48.023983,3.740897,0.00127,0,56
QCHX2,LIVTK-DNS,9480,38501,-55766,2025/01/22 09:23:11.000,70F2S,15.482281,4.99031,0.279548,826.648376,57
QCHXG,LIVTK-DNS,2641,-40296,-59882,2025/03/01 12:25:06.000,63K0L,15.297167,5.028216,0.309879,827.949219,63
QCHX2,LIVTK-DNS,340329,9241,-33566,2025/01/22 09:23:11.000,105B04,16.312031,5.335319,0.184161,825.072632,63
QCHYP,LIVTK-DNS,339898,9497,6751,2025/03/02 18:34:28.000,162B02,16.489898,6.157937,0.19614,825.251587,63
QCI1U,LIVTK-DNS,234146,64424,19768,2025/03/24 17:41:58.000,167A7C,16.461503,4.776679,0.125106,825.955383,63
QCI3M,LIVTK-DNS,339390,-37473,60301,2025/04/12 17:48:31.000,215G7B,16.102316,4.592547,0.303609,827.252686,63
QCHZA,LIVTK-DNS,95522,-47739,-22466,2025/03/02 03:00:55.000,100F6A,10.993574,5.321813,0.249286,829.946106,63
QCI1A,LIVTK-DNS,211536,-32339,12934,2025/03/23 15:11:47.000,159N3G,10.782595,5.536057,0.246558,832.091858,63
QCHX2,LIVTK-DNS,265122,-12833,29101,2025/01/22 09:23:11.000,179C4Z,10.939196,5.792025,0.163223,828.760742,63
QCI1A,LIVTK-DNS,262712,37987,28801,2025/03/23 15:11:47.000,184G4T,10.751737,5.516441,0.247061,831.502563,63
QCI1A,LIVTK-DNS,212524,-32596,13168,2025/03/23 15:11:47.000,158A3O,10.703101,5.410756,0.244456,832.145447,63
QCI1A,LIVTK-DNS,145219,41067,-7649,2025/03/23 15:11:47.000,127C72,10.944834,5.362063,0.242199,831.931274,63
QCI1A,LIVTK-DNS,262711,37987,28651,2025/03/23 15:11:47.000,184G4Q,10.781172,5.2539,0.246358,831.502563,63
QCHX2,LIVTK-DNS,339302,-31826,60268,2025/01/22 09:23:11.000,216N7C,10.232991,8.988641,0.001113,0,18
QCHX2,LIVTK-DNS,280189,-48766,33118,2025/01/22 09:23:11.000,176H79,10.46932,6.33549,0.001229,0,17
QCHX2,LIVTK-DNS,276442,-62626,32668,2025/01/22 09:23:11.000,175L70,18.345358,4.695471,0.293789,828.436218,63
QCHZA,LIVTK-DNS,212828,-12319,13234,2025/03/02 03:00:55.000,160B3M,18.627418,4.221332,0.249475,828.061951,63
QCHYP,LIVTK-DNS,318057,-41066,51118,2025/03/02 18:34:28.000,215L29,18.012986,5.037654,0.192902,824.166992,59
QCHVI,LIVTK-DNS,119437,-64166,-15782,2024/12/20 23:44:03.000,118N2L,6.763612,5.472175,0.000089,0,14
QCHYP,LIVTK-DNS,151,-33623,-60149,2025/03/02 18:34:28.000,63B0E,6.36477,9.247459,0.000181,0,12
QCHYF,LIVTK-DNS,135373,-56466,-10982,2025/02/13 22:08:18.000,118D59,8.821074,8.751744,0.001742,0,18
QCHVI,LIVTK-DNS,87684,-33366,-24632,2024/12/20 23:44:03.000,101B56,6.255627,7.780481,0.000004,828.544434,13
QCHVR,LIVTK-DNS,186244,38244,5368,2024/12/31 13:04:36.000,146G6U,7.985005,6.799512,-0.000347,828.598511,15
QCHVR,LIVTK-DNS,264387,-60059,29284,2024/12/31 13:04:36.000,175H51,7.725381,6.451459,0.001138,827.570129,15
QCHVR,LIVTK-DNS,276358,-61599,32134,2024/12/31 13:04:36.000,175J6M,6.747613,8.275925,0.001011,0,12
QCHVR,LIVTK-DNS,250936,22074,25168,2024/12/31 13:04:36.000,183N2U,8.336139,6.582872,0.001142,828.436218,16
QCHYP,LIVTK-DNS,21279,-31826,-51182,2025/03/02 18:34:28.000,64N5F,7.443707,6.356581,0.000336,0,13
QCHVI,LIVTK-DNS,116596,10781,-15866,2024/12/20 23:44:03.000,125N2G,3.459573,10.63779,0.000173,829.463074,10
QCHX2,LIVTK-DNS,336776,-42093,59401,2025/01/22 09:23:11.000,215M6T,4.773037,10.190372,0.000887,0,13
QCHX2,LIVTK-DNS,307266,-42863,45601,2025/01/22 09:23:11.000,196N6N,3.896359,9.490259,0.001289,0,16
QCHVR,LIVTK-DNS,253624,20791,25834,2024/12/31 13:04:36.000,182A34,6.393423,7.829593,0.000229,828.273987,13
QCI1U,LIVTK-DNS,336823,-41323,59851,2025/03/24 17:41:58.000,215L72,8.164907,6.188631,0.000768,0,14
QCHVR,LIVTK-DNS,231759,-41066,18718,2024/12/31 13:04:36.000,158L6R,7.577933,6.48415,0.000791,828.436218,15
QCHX2,LIVTK-DNS,291153,-40809,38284,2025/01/22 09:23:11.000,196K2J,9.056412,6.181944,0.001542,0,14
QCHYP,LIVTK-DNS,252292,-64679,25834,2025/03/02 18:34:28.000,175N34,9.907937,1.50964,0.000503,827.846252,19
QCHYP,LIVTK-DNS,5356,-41836,-58232,2025/03/02 18:34:28.000,63M1I,7.622539,2.052028,0.00079,826.820618,24
QCHYP,LIVTK-DNS,28257,37731,-47816,2025/03/02 18:34:28.000,70G77,9.279536,8.983956,0.000867,0,15
QCHX2,LIVTK-DNS,6761,40297,-57449,2025/01/22 09:23:11.000,70D1W,8.540147,8.056328,0.001384,0,14
QCHYP,LIVTK-DNS,18551,-29259,-52316,2025/03/02 18:34:28.000,64J4P,5.69379,7.513243,0.001049,0,13
QCHYF,LIVTK-DNS,10060,1284,-55832,2025/02/13 22:08:18.000,67M2U,6.356008,9.030496,0.001564,0,11
QCHX2,LIVTK-DNS,9251,32854,-56582,2025/01/22 09:23:11.000,70N2F,9.822533,8.075568,0.002774,0,21
QCHXG,LIVTK-DNS,67084,-63396,-31232,2025/03/01 12:25:06.000,99M1I,8.374961,18.495624,0.000858,0,16
QCHYP,LIVTK-DNS,105420,59291,-18866,2025/03/02 18:34:28.000,129G0S,6.53842,7.92505,-0.000399,0,13
QCHX2,LIVTK-DNS,69116,64167,-30599,2025/01/22 09:23:11.000,110A1T,7.313585,9.0624,0.000298,0,13
QCHYP,LIVTK-DNS,7834,-28489,-57266,2025/03/02 18:34:28.000,64I1Y,8.099458,6.385676,-0.000031,0,13
QCHX2,LIVTK-DNS,291244,-40039,39334,2025/01/22 09:23:11.000,196J34,8.860436,5.393309,0.000555,0,19
QCHVR,LIVTK-DNS,337346,-7699,59734,2024/12/31 13:04:36.000,218J6Y,6.684907,5.208429,0.000173,0,13
QCHVR,LIVTK-DNS,213984,64424,13468,2024/12/31 13:04:36.000,167A3U,6.436711,7.856138,0.000356,828.598511,12
QCHYP,LIVTK-DNS,28216,40554,-47432,2025/03/02 18:34:28.000,70D7I,41.801482,-2.699853,0.009074,0,47
QCHYP,LIVTK-DNS,36206,40811,-44366,2025/03/02 18:34:28.000,89C1M,56.826803,7.387643,0.001075,0,63
QCHYP,LIVTK-DNS,25483,42607,-49349,2025/03/02 18:34:28.000,70A6E,58.203214,4.654,-0.00216,0,63
QCHYP,LIVTK-DNS,7939,-35163,-57149,2025/03/02 18:34:28.000,63D22,45.276713,4.922122,0.254907,0,63
QCHVR,LIVTK-DNS,261540,15914,28168,2024/12/31 13:04:36.000,182H4I,42.954498,5.480715,0.000422,828.652588,48
QCHYP,LIVTK-DNS,18919,-33623,-51749,2025/03/02 18:34:28.000,63B52,40.296842,2.274004,0.126892,0,45
QCHYP,LIVTK-DNS,56173,-31826,-35582,2025/03/02 18:34:28.000,83N6L,52.554591,3.919245,-0.000329,0,58
QCHXG,LIVTK-DNS,336884,-37473,60001,2025/03/01 12:25:06.000,215G75,15.022841,5.485921,0.317428,827.570129,63
QCHX2,LIVTK-DNS,340030,-1283,-6749,2025/01/22 09:23:11.000,142B02,16.648256,5.672201,0.18961,825.996948,63
QCI1U,LIVTK-DNS,165746,64424,-932,2025/03/24 17:41:58.000,148A3C,16.629705,4.620863,0.135201,828.816406,63
QCI3M,LIVTK-DNS,272381,-64423,31351,2025/04/12 17:48:31.000,175N68,16.073866,4.788172,0.30618,826.766541,63
QCHZA,LIVTK-DNS,91580,-42093,-23399,2025/03/02 03:00:55.000,101M5T,10.84999,5.738051,0.058143,0,63
QCI1A,LIVTK-DNS,266742,37987,29701,2025/03/23 15:11:47.000,184G5B,10.562762,5.390785,0.247051,831.609802,63
QCHYP,LIVTK-DNS,30936,38501,-45866,2025/03/02 18:34:28.000,89F0S,7.745224,7.274149,0.001131,0,13
QCHYP,LIVTK-DNS,129472,63654,-11732,2025/03/02 18:34:28.000,129B4U,6.402159,6.157688,0.00006,827.630493,15
QCHVR,LIVTK-DNS,248424,-54156,24568,2024/12/31 13:04:36.000,175A2I,5.569471,7.655226,0.00096,827.949219,12
QCHVR,LIVTK-DNS,46408,8471,-39266,2024/12/31 13:04:36.000,86C4G,3.356141,10.484085,0.000993,828.544434,8
QCHX2,LIVTK-DNS,151635,-64679,-4916,2025/01/22 09:23:11.000,137N11,7.509783,6.491818,0.000942,828.490356,63
QCHVR,LIVTK-DNS,209912,57237,12301,2024/12/31 13:04:36.000,167J35,8.694499,6.14625,0.000738,827.51593,16
QCHVR,LIVTK-DNS,278387,62114,32818,2024/12/31 13:04:36.000,186D73,6.762529,6.970597,0.00076,826.594116,15
QCHYP,LIVTK-DNS,18961,-30799,-52016,2025/03/02 18:34:28.000,64L4V,9.214834,7.027715,0.000899,0,15
QCHVI,LIVTK-DNS,223223,-10779,16384,2024/12/20 23:44:03.000,161N5D,6.1655,7.974406,0.001066,829.570984,13
QCHVR,LIVTK-DNS,231364,-15656,18868,2024/12/31 13:04:36.000,160G6U,3.678384,9.275196,0.000713,828.868835,13
QCI1A,LIVTK-DNS,335474,41324,59068,2025/03/23 15:11:47.000,222C6O,6.793787,6.895719,0.000034,0,16
QCHX2,LIVTK-DNS,180184,-39269,3634,2025/01/22 09:23:11.000,139I5S,6.494529,7.726428,0.001155,829.139038,20
QCHVR,LIVTK-DNS,281833,39784,34618,2024/12/31 13:04:36.000,203E0L,5.912203,8.239162,0.000118,0,12
QCHYP,LIVTK-DNS,16288,-30029,-52766,2025/03/02 18:34:28.000,64K4G,5.80315,9.188581,0.00066,0,12
QCHVR,LIVTK-DNS,222292,49024,16468,2024/12/31 13:04:36.000,166G5I,5.09049,8.544993,0.00032,827.949219,13
QCHX2,LIVTK-DNS,331443,-41579,57484,2025/01/22 09:23:11.000,215L5P,8.11777,7.154912,0.000644,0,15
QCHX2,LIVTK-DNS,150344,17967,-5399,2025/01/22 09:23:11.000,144E0T,5.112518,8.608163,0.001109,829.193054,11
QCHVR,LIVTK-DNS,46407,8471,-39416,2024/12/31 13:04:36.000,86C4D,6.308744,7.643003,0.001329,828.544434,11
QCHVR,LIVTK-DNS,271164,13091,31234,2024/12/31 13:04:36.000,182K64,9.447048,6.363438,0.001357,828.490356,16
QCHVR,LIVTK-DNS,38412,9754,-42932,2024/12/31 13:04:36.000,86B2I,6.763269,7.258222,0.000927,828.16571,15
QCHX2,LIVTK-DNS,339304,-31826,60568,2025/01/22 09:23:11.000,216N7I,8.561446,5.40635,0.000758,0,17
QCHX2,LIVTK-DNS,207628,-40296,11668,2025/01/22 09:23:11.000,158K2U,6.755749,15.574087,0.000369,0,15
QCI1A,LIVTK-DNS,2513,-32083,-59849,2025/03/23 15:11:47.000,64N0K,7.020179,2.380176,0.000551,828.008057,20
QCHVR,LIVTK-DNS,57948,26951,-33866,2024/12/31 13:04:36.000,88G7G,8.57515,6.417368,0.000695,828.16571,17
QCHVR,LIVTK-DNS,48204,-37729,-38666,2024/12/31 13:04:36.000,82G4S,3.808822,9.338212,0.000758,828.003296,9
QCHX2,LIVTK-DNS,6681,40554,-58082,2025/01/22 09:23:11.000,70D1L,4.087647,17.285366,0.001,825.996948,15
QCHVI,LIVTK-DNS,223224,-10779,16534,2024/12/20 23:44:03.000,161N5G,5.54321,8.151197,0.000729,829.193054,14
QCHX2,LIVTK-DNS,149610,64167,-6299,2025/01/22 09:23:11.000,148A0B,43.197477,2.242903,-0.000107,0,49
QCHXG,LIVTK-DNS,47,-40296,-60182,2025/03/01 12:25:06.000,63K0F,15.365676,4.820659,0.310184,827.840881,63
QCHYP,LIVTK-DNS,339730,-12063,20251,2025/03/02 18:34:28.000,179B02,16.456062,5.912912,0.194937,824.926392,63
QCI1U,LIVTK-DNS,2614,-38499,-59666,2025/03/24 17:41:58.000,63H0M,16.06902,4.559841,0.305434,827.738342,63
QCI1U,LIVTK-DNS,335444,42607,58801,2025/03/24 17:41:58.000,222A6H,16.121106,5.034449,0.304873,827.19873,63
QCI3M,LIVTK-DNS,336719,-38499,59284,2025/04/12 17:48:31.000,215H6P,16.054469,4.543259,0.307268,827.306702,63
QCI1A,LIVTK-DNS,265907,37474,29218,2025/03/23 15:11:47.000,184H53,10.912591,5.280813,0.207489,831.556152,63
QCI3L,LIVTK-DNS,3462,6417,-59099,2025/04/14 11:22:06.000,67F0Z,10.96364,5.376444,0.254252,829.786926,63
QCHVR,LIVTK-DNS,51967,20277,-37049,2024/12/31 13:04:36.000,87B5Q,10.831448,5.626609,0.001215,828.598511,17
QCI1A,LIVTK-DNS,172606,-7956,868,2025/03/23 15:11:47.000,142K4C,10.579484,5.513579,0.20575,832.413086,63
QCHZU,LIVTK-DNS,223848,-50819,16534,2025/03/13 14:40:03.000,157J5G,10.98038,5.438185,0.246304,831.833862,63
QCI1A,LIVTK-DNS,266745,37731,29584,2025/03/23 15:11:47.000,184G57,10.733524,5.521806,0.242006,831.556152,63
QCHVR,LIVTK-DNS,103821,-32596,-19982,2024/12/31 13:04:36.000,120A09,10.234501,18.470519,0.001295,0,17
QCI1A,LIVTK-DNS,265914,37987,29101,2025/03/23 15:11:47.000,184G4Z,10.623487,5.347685,0.248885,831.556152,63
QCHVR,LIVTK-DNS,190531,21817,6451,2024/12/31 13:04:36.000,145N7E,10.217428,5.967787,0.000653,828.814758,16
QCHX2,LIVTK-DNS,326054,-42349,54934,2025/01/22 09:23:11.000,215M4A,10.253332,4.961306,0.001853,0,17
QCHYP,LIVTK-DNS,18532,-27976,-52232,2025/03/02 18:34:28.000,64I4U,18.770408,4.940784,0.216746,827.684448,63
QCHX2,LIVTK-DNS,4068,40811,-58166,2025/01/22 09:23:11.000,70C1G,9.353351,4.773516,0.001611,0,22
QCHYP,LIVTK-DNS,14786,39784,-53732,2025/03/02 18:34:28.000,70E40,7.539789,2.902146,-0.000536,0,14
QCHVI,LIVTK-DNS,167345,-38243,-1049,2024/12/20 23:44:03.000,139H38,7.403601,5.299069,0.000487,0,19
QCHVR,LIVTK-DNS,53908,-27719,-35666,2024/12/31 13:04:36.000,83H6G,9.96675,5.945715,-0.000167,828.436218,16
QCHYP,LIVTK-DNS,13682,-27463,-53999,2025/03/02 18:34:28.000,64H3T,8.840735,6.1597,0.000747,0,14
QCHVR,LIVTK-DNS,9416,42607,-55799,2024/12/31 13:04:36.000,70A2T,7.927135,8.896468,0.000664,0,13
QCHVI,LIVTK-DNS,204643,-22073,10951,2024/12/20 23:44:03.000,159A2E,9.354611,6.361087,0.000524,828.490356,16
QCHX2,LIVTK-DNS,258194,60061,26734,2025/01/22 09:23:11.000,186F3M,9.116629,6.712606,0.00088,0,14
QCHYF,LIVTK-DNS,74786,-40296,-29132,2025/02/13 22:08:18.000,101K2O,9.69822,12.954684,0.000809,0,16
QCHVI,LIVTK-DNS,210368,42607,12901,2024/12/20 23:44:03.000,165A3H,9.145051,6.267059,0.000873,828.544434,15
QCHX2,LIVTK-DNS,326134,-37216,54868,2025/01/22 09:23:11.000,215G4C,8.340996,6.742053,0.000471,0,13
QCHYP,LIVTK-DNS,24299,-33366,-49382,2025/03/02 18:34:28.000,63B6F,5.518468,7.495707,0.000389,0,15
QCHVI,LIVTK-DNS,8851,7187,-56549,2024/12/20 23:44:03.000,67E2E,9.774241,5.71869,0.001126,828.057434,60
QCHVR,LIVTK-DNS,262379,59291,28684,2024/12/31 13:04:36.000,186G4P,9.444905,6.088075,0.000573,827.028076,14
QCHVR,LIVTK-DNS,340580,41581,-60749,2024/12/31 13:04:36.000,70B01,7.405146,19.511619,0.001322,0,14
QCHVR,LIVTK-DNS,247967,-46199,23884,2024/12/31 13:04:36.000,176D21,5.768619,7.609597,0.001493,827.949219,12
QCHVR,LIVTK-DNS,291335,-34136,39118,2024/12/31 13:04:36.000,196C33,9.872729,5.702601,0.000309,828.003296,18
QCHVI,LIVTK-DNS,287134,41324,36568,2024/12/20 23:44:03.000,203C1O,9.357532,17.943821,0.001666,0,18
QCHX2,LIVTK-DNS,89269,60574,-24482,2025/01/22 09:23:11.000,110F59,8.380056,7.181943,0.000204,0,14
QCHVR,LIVTK-DNS,231912,-50819,18934,2024/12/31 13:04:36.000,157J6S,9.768868,5.794443,0.000629,828.328064,15
QCHYP,LIVTK-DNS,24300,-33366,-49232,2025/03/02 18:34:28.000,63B6I,5.475825,9.623609,0.000297,0,17
QCHVR,LIVTK-DNS,280156,-46456,33568,2024/12/31 13:04:36.000,176E7I,9.60952,5.860766,0.000487,828.328064,16
QCHYP,LIVTK-DNS,24317,-32083,-49649,2025/03/02 18:34:28.000,64N68,56.202293,-0.44925,-0.000098,0,63
QCHZA,LIVTK-DNS,204215,-49536,10918,2025/03/02 03:00:55.000,157I2F,47.466213,5.01306,0.288003,828.331543,63
QCHYP,LIVTK-DNS,10792,-40809,-55166,2025/03/02 18:34:28.000,63K34,40.821831,1.854556,-0.000001,0,48
